STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2008,,455.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2009,,470.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2010,,486.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2011,,674.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2012,,677.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2013,,680.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2014,,756.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2015,,810.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2016,,828.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2017,,877.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2018,,927.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2019,,958.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2020,,1043.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2021,,1068.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2022,,1108.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2023,,1119.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,PT,Portugal,2024,,1178.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2008,,950.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2009,,954.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2010,,928.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2011,,1173.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2012,,1154.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2013,,1111.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2014,,1164.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2015,,1260.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2016,,1286.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2017,,1334.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2018,,1335.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2019,,1350.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2020,,1322.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2021,,1356.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2022,,1420.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2023,,1351.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RO,Romania,2024,,1406.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2010,,276.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2013,,282.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2014,,340.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2015,,342.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2016,,358.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2017,,376.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2018,,393.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2019,,399.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2020,,405.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2021,,441.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2022,,459.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2023,,466.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,RS,Serbia,2024,,511.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2008,,899.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2009,,892.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2010,,888.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2011,,1155.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2012,,1177.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2013,,1202.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2014,,1247.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2015,,1295.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2016,,1364.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2017,,1397.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2018,,1458.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2019,,1525.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2020,,1555.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2021,,1616.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2022,,1726.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2023,,1777.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SE,Sweden,2024,,1771.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2008,,153.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2009,,155.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2010,,155.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2011,,182.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2012,,185.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2013,,194.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2014,,190.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2015,,201.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2016,,201.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2017,,211.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2018,,217.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2019,,228.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2020,,241.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2021,,264.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2022,,265.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2023,,225.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SI,Slovenia,2024,,230.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2008,,248.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2009,,252.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2010,,262.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2011,,267.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2012,,259.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2013,,264.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2014,,283.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2015,,284.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2016,,292.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2017,,313.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2018,,321.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2019,,348.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2020,,368.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2021,,384.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2022,,411.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,TOTAL,Total - all NACE activities,OC2,Professionals,THS_PER,Thousand persons,SK,Slovakia,2023,,441.7,,,,,
